PDF,1_1_product_name,1_3_producer_of_sds_company_name,1_3_email,2_2_hazard_statements,revision_date
s-EPIKOTE-Resin-MGS-LR-235-e.pdf.pdf,EPIKOTE Resin MGS LR 235 ,Suter Kunststoffe AG,info@swiss-composite.ch,"H315,H317,H319,H411",
f8451b-651789-msds-betopanplus-1.pdf.pdf,Armored Cement-Bonded Particle Board,TEPE BETOPAN YAPI MALZEMELERİ SAN. VE TİC. A.Ş.,betopan@betopan.com.tr,P260,28.03.2017
surface-shield-msds.pdf.pdf,TG SURFACE SHIELD (Ready-to-use) ,TG-CLEAN A/S ,tg@tg-clean.dk,"H225,P102,P210,P403+P235,P404,P501",
Alloys_SDS_6-4_6-4ELI_230_3-_5_511_2014.pdf.pdf,used on Label TIMETAL Alloys (6-4,TIMET,,Section 2 not found in PDF.,
fesi_eng.pdf.pdf,Ferrosilicon (FeSi) ,Vargön Alloys AB ,,Section 2 had no codes.,
vernagel-safety-data-sheet-15.pdf.pdf,450SC 100 Vernagel Sachet,Vernacare Ltd.,,P312,
SDS_BIANCO_DI_CALCE_Rev_04_ENG.pdf.pdf,BIANCO DI CALCE,Vimark S.r.l,laboratorio@vimark.com,"P102,P261,P280,P304+P340,P305+P351+P338,P312,P501",
DB50347.pdf.pdf,2work Telephone Cleaning Wipes,VOW Europe LTD,,"P102,EUH208",24.11.2016
AVGAS-115_145-Safety-data-sheet.pdf.pdf,Aviation fuel AVGAS 115/145 ,WARTER FUELS Spółka Akcyjna,biuro@theta-doradztwo.pl,"H224,H225,H300,H304,H310,H315,H330,H336,H360FD,H361d,H361fd,H372,H373,H400,H410,H411,P202,P210,P260,P273,P280,P301+P310,P303+P361+P353,P308+P313,P331,EUH066",
Benzyna-alkilatowa-4_02032020_EN.pdf.pdf,ALKYLATE PETROL PRO FUEL 4 ,WARTER FUELS Spółka Akcyjna,biuro@theta-doradztwo.pl,"H224,H304,H315,H336,H411,P210,P260,P273,P280,P301+P310,P308+P313,P331",
891_9035_7.pdf.pdf,WINZERFLEX PLUS GRAY Polyurethane Auto Body Sealer and Adhesive,Winzer Corporation,,Error opening PDF,
wct_-_sds_-_17-4_ph.pdf.pdf,17-4 PH,worldclasstech,,"H317,H351.1,H373,P201,P202,P260,P264,P270,P272,P273,P280,P281,P302+P352,P308+P313,P314,P333+P313,P363,P405,P501",
00877744.PDF.pdf,Special oil 1 liter ,Würth Norge AS ,prodsafe@wuerth.com,EUH208,05.06.2014
vrx-5w30_msds.pdf.pdf,Xenum VRX 5W30,XENUM N.V.,,"EUH208,EUH210",08.09.2015
Safety-form-ABSOL_UK.pdf.pdf,ABSOL ,Yxhult Miljö AB ,logistik@yxhult.se,Section 2 had no codes.,31.03.2016
SDS%20-%20ASA%20FILAMENT%20-%20EN_CLP_2019.pdf.pdf,ASA FILAMENT ,Zemědělské družstvo Haňovice,info@plastymladec.cz,Section 2 had no codes.,
SDS_-_PF1A_-_PF2A_-_PF3C_-_PF13C_-_EN_CLP_2018.pdf.pdf,PF1A / PF2A / PF3C / PF13C ,Zemědělské družstvo Haňovice,info@plastymladec.cz,Section 2 had no codes.,
aalco-safety-innoprotect-coshh.pdf.pdf,Innoprotect B580,aalco,,Section 2 had no codes.,
1089.pdf.pdf,EVO TABS ,Cool Air Products ,info@coolairproducts,"H315,H319,P264,P280,P302+P352,P332+P313",24.04.2018
MSDS_-GP500.pdf.pdf,"Graphene nanoplatelets, powder GP500",GrapheneTech,info@graphene‐tech.net,"H315,H319,H371,H373,P261,P262,P280,P304+P340,P305+P351+P338,P403+P233",
SDS-MS-4.0-en-USA_Canada-2019-03-07.pdf.pdf,FORMULAFIVEMoldSealer,REXCO,info@rexco‐usa.com,"H225,H304,H315,H336,H340,H350,H400,H410,P101,P102,P103,P201,P202,P210,P233,P240,P241,P242,P243,P261,P264,P271,P273,P280,P301+P310,P302+P352,P303+P361+P353,P304+P340,P308+P313,P312,P321,P332+P313,P362+P364,P370+P378,P391,P403+P233,P403+P235,P405,P501",
2b65fea1e984d901ab1a0deba329a09c.pdf.pdf,Ecorr RNR,Rubber Resources B.V,info@rubber-resources.com,H412,
KovaLine-Ready-to-use_EN_231215.pdf.pdf,KovaLine Ready to use ,JK Teknologi,jh@jk-teknologi,EUH210,
NuOil_Topcoat_MSDS.pdf.pdf,NuOil Top Coat,Friedrich Klumpp GmbH,sdb@klumpp,"H413,P273,P501,EUH066,EUH208",05.11.2012
000000580680-sds.pdf.pdf,580680,Master Builders Solutions US LLC,,Section 2 had no codes.,
download.pdf.pdf,3-36,CRC Industries Europe bvba ,hse@crcind.com,"H223,H229,P102,P210,P211,P251,P410+P412",
06_%20SDS%2040%20plus.PDF.pdf,40+,CRC Industries UK Ltd,hse.uk@crcind.com,"H222,H229,H336,H372,H411,P102,P210,P211,P251,P260,P271,P410+P412,P501-2",
4006-Wood-Protector-MSDS-mcnj.pdf.pdf,"4006 Osmo Wood Protector, Clear",Osmo Holz und Color GmbH & Co. KG,helmut.starp@osmo.de,Section 2 had no codes.,28.03.2012
MB539.pdf.pdf,4025331475606,Axalta Coating Systems Germany GmbH & Co. KG ,sds-competence@axalta.com,"H226,H315,H318,H336,H412,P210,P273,P280,P303+P361+P353,P304+P340,P305+P310,P405,P501",
epoxyshield-sealer-msds.pdf.pdf,5220 EPOXY Shield Sealer,Rust-Oleum Netherlands BV,rpmeurohas@ro-m.com,Section 2 had no codes.,
accublueG%C3%A4%C3%B3_pico_buffer_20x_r8354d_r8355d_r8354_r8355_english_gb.pdf.pdf,"AccuBlue Pico Buffer, 20X",MOLECULAR DEVICES,msdsinquiry@moldev.com,Section 2 had no codes.,
Acrylic-Paint.pdf.pdf,Acrylic Paint (Granol’ Colour),SPS Envirowall Ltd,info@spsenvirowall.co.uk,Section 2 had no codes.,
alginat_rosa_nh_20150501_gb.pdf.pdf,"Alginate based powder, dustfree.",National contact,,Section 2 had no codes.,
SDS_Altair-PRO_010314_GB_EN-1.pdf.pdf,Altair PRO,ICD (International Compressor Distribution) n.v. ,info.lubricants@icdcompany.com,Section 2 had no codes.,
ATH-SDS-081017.pdf.pdf,Alumina Trihydrate,The R. J. Marshall Company ,,Section 2 had no codes.,
Aluxcor-4047-EN.ashx.pdf,"Aluxcor Flux Cored 4047 Brazing Filler metal Formula (15.1, 15.2, 15.3, 15.4)",Harris Euro S.L.,ventas@harriseuro.com,Section 2 had no codes.,05.03.2016
101012-SDS-EN.pdf.pdf,"Ammonium molybdate tetrahydrate, ACS",DC FINE CHEMICALS Ltd,info@dcfinechemicals.com,Section 2 had no codes.,24.11.2016
Greens_Grade_Gypsum_SDS_16122013_Ver_1.pdf.pdf,ANHYDRITE,Francis Flower (Northern) Limited,ff@francisflower.co.uk,Section 2 had no codes.,
sicherheitsdatenblatt-me-30-100.2-eco-en.pdf.pdf,anwendungsfertige Wärmeträgerflüssigkeit ME 30-100.2-ECO,Wilhelm Merkle Schwei?technik GmbH,info@merkle-muenchen.de,Section 2 had no codes.,05.03.2019
SDS-Ash-Blond-ita.pdf.pdf,Ash Blond,iColor ,Info@icolorpmu.com,,
B2H6_100_PPM_H2_9999perc_1.0_ENFI_tcm634-598592.pdf.pdf,"B2H6 100 PPM;H2 99,99 %",Oy Linde Gas Ab ,sds.ren@linde.com,"H220,H280,P210,P377,P381,P403",
file2893.pdf.pdf,"Baycox 2,5%",Bayer New Zealand Limited,bhc-md-oeko@bayer.com,"H316,H319,H361,H373,H423,P264,P273,P280,P305+P351+P338,P308+P313,P332+P313,P337+P313,P405,P501",
SDS-5007932-BISOMER-BZMA-CLPS-EN.pdf.pdf,BISOMERÒ BZMA,GEO Specialty Chemicals UK Ltd,safety-data-sheet-fp@geosc.com,"H315,H317,H319,H335,P261,P262,P280,P303+P361+P353,P305+P351+P338",
-3818999999.pdf,BlueCat,Brockley Group Ltd ,,P305+P351+P338,30.10.2014
BCP-157_AJ.pdf.pdf,BPC-157,"PARTICLE, s.r.o",info@particlepeptides.com,Section 2 not found in PDF.,
EN_AD70004_CLP_1.pdf.pdf,"Buffer Solution pH 4.01, ± 0.01 25C/77F",Adwa Hungary Kft,support@adwainstruments.com,Section 2 had no codes.,
908-b05-buffer-solution-ph-5-00-%C2%B1-0-01-at-20c-en-rev-1-pdf22102019100527.pdf.pdf,BUFFER SOLUTION PH 5.00 ± 0.01 AT 20°C,ISOLAB Laborger?te GmbH ,prodsafe@isolab.de,Section 2 had no codes.,
BWBTI52S.pdf.pdf,BÖHLER Ti 52-FD,voestalpine B?hler Welding Austria GmbH,Deniece.Fiedler@voestalpine.com,Section 2 not found in PDF.,
g40_msds_en.pdf.pdf,"Calcium-aluminate cements - GÓRKAL 40, GÓRKAL",G?rka Cement Sp. z o.o,msds@gorka.com.pl,Section 2 had no codes.,
upload_5acb75f38d24a.pdf.pdf,Calumite,CALUMITE. SA,reach@calumite.lu,Section 2 not found in PDF.,
EN_S_S_-06_007_CEBOVITRA-PIU.pdf.pdf,CeboVitra Più,Cebos Color S.r.l. ,carlo@cebos.it,"H318,H360D,P201,P202,P280,P305+P351+P338,P308+P313,P310,P501",
e1d2a3a0-cbc4-c6e9-db25-41e528209dda.pdf,Cement,CEMEX ESPA?A OPERACIONES,canal.cemex@cemex.com,"H315,H317,H318,H335,P102,P261+P304+P340+P312,P280,P302+P352+P333+P313,P305+P351+P338+P310,P501",04.07.2017
7-cougartron-cgt-al-clp-en.pdf.pdf,CGT-AL,BM Group International APS ,sales@cougartron.com,"H319,P280,P302+P352,P305+P351+P338,P332+P313",
EN-FDS-ACIDO-CITRICO-ANHIDRO-Ed.2.1-1.pdf.pdf,CITRIC ACID ANHYDROUS,Nortem Chem S.L,elpuerto@nortemchem.com,"H319,P102,P264,P280,P305+P351+P338,P337+P313",
CL-1000.pdf.pdf,CL-1000,Hitachi America,,"H225,H315,H319,H335,H360,P201,P202,P210,P233,P240,P241,P242,P243,P261,P264,P271,P280,P281,P302+P352,P303+P361+P353,P304+P340,P305+P351+P338,P308+P313,P309+P311,P321,P332+P313,P337+P313,P362,P370+P378,P403+P233,P403+P235,P405,P501",
044-ER1122B-SDS1025.pdf.pdf,"Clear Amber Epoxy Resin ER1122, Part B",ELECTROLUBE. A division of HK WENTWORTH LTD,info@hkw.co.uk,"H314,H317,H318,H411,P260,P264,P272,P273,P280,P301+P330+P331,P303+P361+P353,P304+P340,P305+P351+P338,P310,P333+P313,P362+P364,P391,P501",20.11.2019
425776.pdf.pdf,"Clinoptilolite – Natural Zeolite, All EcoTraction",Earth Innovations Inc. ,sales@earthinnovations.ca,Section 2 had no codes.,
Colour_gold_bath_FG_300_RT_finegold__1_g_Au_l_GB_H_M__V1_SDS_568_.pdf.pdf,"Colour gold bath FG 300 RT finegold, 1 g Au/l",Heimerle + Meule GmbH,sds@heimerle-meule.com,"EUH208,EUH210",27.05.2020
025_164_Standard.pdf.pdf,Conductivity Standard 84µS/cm 25°C,Bibby Scientific Ltd,jenwayhelp@bibby-scientific.com,Section 2 not found in PDF.,
Safety-Sheet.pdf.pdf,Corundum,contact information ,info@wester-mineralien.de,Section 2 not found in PDF.,
COXIBAN-MSDS.pdf.pdf,COXIBAN,Biesterfeld International GmbH ,sdb@biesterfeld.com,"H302,P260,P264,P270,P281,P301+P312,P330,P501",02.01.2012
cpr5%20safet%20data%20sheet%20ccl.pdf.pdf,CPR 005,Campbell Coutts Ltd ,sales@flocking.biz,"H315,H317,H319,H411,P261,P264,P272,P273,P280,P302+P352,P305+P351+P338,P333+P313,P337+P313,P362+P364,P391,P501,EUH205",23.11.2015
MSDS-TAPCLEAN.pdf.pdf,"Cramer Tap Cleaner 0,5 l",CRAMER GmbH,info@cramer-gmbh.de,Section 2 had no codes.,08.08.2014
L1350%20CX2%20CERAMIC%20PROTECTION%20UK.pdf.pdf,CX² CERAMIC,GARDX INTERNATIONAL LTD,product@gardx.co.uk,"H226,H304,H314,H317,H318,H372,H412,P210,P273,P280,P301+P310,P303+P361+P353,P305+P351+P338,P310,P331",25.10.2019
596597FFIC1.pdf.pdf,DET&RINSE,UNOX S.p.A. ,Rinse@unox.it,,
ar_600-55_56_en-gb.pdf.pdf,"Developer AR 600-55, -56",Allresist ,info@allresist.de,"H225,H319,H332,H335,H336,P210,P261,P280,P304+P340,P305+P351+P338,P312,P403+P233,EUH066",23.03.2015
DMPE-PEG-Mal.pdf.pdf,DMPE-PEG-Mal / DMPE-PEG-Maleimide,Biochempeg Scientific Inc,sales@biochempeg.com,Section 2 had no codes.,
SDS-Dried-Pumice-ENG-nov-2015.pdf.pdf,"DRY PUMICE 0-3000µ, 0-45 µ, 0-100 µ, 100-850 µ, 850-3000 µ",EUROPOMICE srl Single Share Holder I- 20124 Milano,l.saino@europomice.it,Section 2 not found in PDF.,11.11.2015
X-ST-DST107_EN_1218.pdf.pdf,"DST107 - GENERAL PURPOSE DUST REMOVER, AEROSOL",MICROCARE EUROPE BVBA,techsupport@microcare.com,"H229,P210,P211,P251,P410+P403,P410+P412,P501,EUH210",27.12.2018
BILSTEIN-Safety-Data-Sheet.pdf.pdf,Einrohrdämpfer,ThyssenKrupp Bilstein Tuning GmbH ,Thomas.A.Woermann@thyssenkrupp.com,,
Envirox-SDS-rev-6-26Apr2015.pdf.pdf,Envirox,Energenics Europe Ltd,info@energenics.co.uk,"H304,P301+P310,P331,P405,P501",26.04.2015
E3EE27AC.pdf.pdf,ETC3– Tibetan incense cone – Purifying,Les Encens du Monde ,michel.pryet@florisens.com,"H317,H412,P102,P262",
Safety-Data-Sheet-Spirit-of-Hven-Organic-Spirit-2018.pdf.pdf,"Ethanol 39±1% v/v and 57±1% v/v, Spirit of Hven Organic Spirit",Spirit of Hven Backafallsbyn AB,hm@backafallsbyn.se,"H226,P210,P240,P241,P280,P303+P361+P353,P501",
Ethanol%2099%25%20-%20MSDS.pdf.pdf,"Ethanol 99,9%",Fred Holmberg & Co AB,info@holmberg.se,"H225,H319,P210,P233,P240,P241,P242,P243,P264,P280,P303+P361+P353,P305+P351+P338,P337+P313,P370+P378,P403+P235,P501",
FPI_abrasives_siavlies_EN.pdf.pdf,"Extra Cut, Coarse A, Medium A, Medium S, Fine A, Fine S, Very Fine A,",sia Fibral Ltd,technical.support@sia-fibral.com,Section 2 had no codes.,30.06.2014
PCT%20First%20Contact%20Polymer%20Solutions%20SDS%20All%20Sizes%20All%20Colors%20ver%201.19%20SDS_EU-USA%205-12-2019.pdf.pdf,"First Contact Polymer Solutions and Thinners - All Sizes, All Colors",Photonic Cleaning Technologies,safety@photoniccleaning.com,"H225,H319,P210,P233,P240,P241,P242,P243,P264,P280,P280d,P303+P361+P352,P305+P351+P338,P337+P311,P370+P378.15,P403+P235,P501",05.12.2019
Flexyfix-SDS-Rev-301.pdf.pdf,Flexyfix,Rewmar Limited,,Section 2 had no codes.,
SDS-OSSIDATI-En.pdf.pdf,"Flue dust, Zinc-refining",IDENTIFICATION ,info@a-esse.com,"H360,H412,P270,P273,P281,P308+P313",
FT-Y1173-MSDS-ADPT-EU.pdf.pdf,FT Y1173,Avery Dennison Belgi? b.v.b.a. ,product.safety@eu.averydennison.com,Section 2 had no codes.,
PZGKX-5007_msds.pdf.pdf,"GLYKO α(1-3,4,6)-GALACTOSIDASE (green coffee bean)","ProZyme, Inc.",,Section 2 had no codes.,07.03.2014
278%20Golden%20Film.pdf.pdf,"Golden Film Bearing Oils 220, 460",Morris Lubricants,sds@morris-lubricants.co.uk,Section 2 had no codes.,18.12.2012
sdbl_granoportop.pdf.pdf,GranoporTop,Baumit GmbH,info@baumit.de,Section 2 had no codes.,04.06.2012
GS9%20Coral%20Stain.pdf.pdf,GS9,Simba MaterialsLimited t/a CTM Potters Supplies ,doncaster@ctmpottersupplies.co.uk,Section 2 had no codes.,
Gulf_universal_tractor_transmission_fluid.pdf.pdf,"Gulf Universal Tractor Transmission Fluid, SAE 80W",Gulf Oil Lubricants India Ltd.,,EUH210,14.11.2014
ballistol-harzloeser-en.pdf.pdf,Harzlöser,F.W.Klever,info@ballistol.de,"H315,H319,P261,P264,P280,P302+P352,P304+P340,P305+P351+P338,P312,P332+P313,P337+P313,P362,P405",
25101-SDB-GB-GHS.pdf.pdf,HIGHTEC Brake Fluid DOT 4,ROWE Mineral?lwerk GmbH,info@rowe-oil.com,"H361d,P201,P202,P280,P308+P313,P405,P501",23.09.2020
02202018112028GSP-Investment-Powders-MSDS---111215Rev-14.pdf.pdf,Investment Casting Powder,Gold Star Powders Ltd,info@goldstarpowders.com,"P284,P501",
GRS-Whip_Mix_Investment_Powders_SDS-R7.pdf.pdf,Investment Casting Powder,Goodwin Refractory Services Ltd,sales@whipmixjewelryinvestment.com,"H372,P260,P285,P501",
FDS2014-2289--JAUNE_N%C2%AF1-GB.pdf.pdf,JAUNE N°1,SARL d'exploitation des ateliers Debitus,vitrail@debitus.com,"H302,H302+H332,H332,H351,H360,H373,P102,P260,P264,P271,P280,P301+P310,P301+P330+P331,P304+P340,P314,P405,P501",03.11.2007
4136048.pdf.pdf,"KiiltoClean Oy - Kiilto Off Calc - 63130,3101369",kiiltoclean,asiakaspalvelu@kiiltoclean.fi,"H319,P280,P305+P351+P338,P313",07.03.2016
LUB-KB1%20GB.pdf.pdf,Klüberplex BE 31-102,Kl?ber Lubrication Great Britain Limited,info@klueber.com,EUH210,
MR32_ENVIRO_SOL.pdf.pdf,KROWN MR32 ENVIRO SOL,Canadian Krown Dealers Inc.,info@krown.com,"H226,H315,H315.,H317,H400.,H410,P102,P210,P273,P280,P301+P310,P302+P352,P331",
MSDS_FLX_CRM%20104_Zeolith.pdf.pdf,"KÖSTROLITH NaMSXP-TR,",Chemiewerk Bad K?stritz GmbH,msds@cwk-bk.de,Section 2 had no codes.,08.06.2017
Sicherheitsdatenblatt_LAB-68_EN.pdf.pdf,LAB 68,CombiFuel Swiss GmbH ,kundenservice@combifuel.com,"H304,P301+P310,P331,P501",
Larvenol%20%20-%20CLP%20-%20ENG.pdf.pdf,LARVENOL,Lodi Group - Parc d'Activit?s des Quatre Routes ,fds@lodi.fr,"H412,EUH210",09.09.2014
Lysoform-Fu%C3%9F-Frisch-Spray.pdf.pdf,LYSOFORM-FUß-FRISCH-SPRAY,Lysoform Dr. Hans Rosemann GmbH ,,Section 2 not found in PDF.,01.06.2006
s_losungsol-585pro.pdf.pdf,LÖSUNGSOL 585PRO,"CHEMISCHE L?SUNGEN, S.L",info@losungspain.com,"P101,P102,P501,EUH208",29.12.2016
520394h.pdf.pdf,Lötfett,STANNOL GmbH,sven.moenninghoff@stannol.de,Section 2 had no codes.,23.07.2013
sds-2019-magnolia.pdf.pdf,MAGNOLIA,GEA PROFUMI SRL ,info@geaprofumi.eu,"H225,H319,H412,P102,P103,P210,P233,P240,P241,P242,P243,P264,P273,P280,P303+P361+P353,P305+P351+P338,P337+P313,P370+P378,P403+P235,P501,EUH208",
marbig-mechanical-pencil-lead.pdf.pdf,Marbig Mechanical Pencil Lead (975219),Australian and New Zealand Distributors,ttqx2006@126.com,Section 2 had no codes.,09.01.2018
mata_msds.pdf.pdf,MATACRYLÒ PRIMER CM,Alteco Technik GmbH,info@alteco-technik.de,Section 2 had no codes.,26.06.2013
000000000808_DE_EN.pdf.pdf,Methanol,Shell Chemicals Europe B.V. ,sccmsds@shell.com,"H225,H301,H311,H331,H370,P210,P243,P280,P301+P310,P303+P361+P353,P304+P340",22.10.2020
European_SDS_English.pdf.pdf,Methanol,Methanex Europe S.A,,"H225,H301,H311,H331,H370,P210,P280,P301+P310,P303+P361+P353,P304+P340,P403+P235",
00058ar-Molicel-SDS-Y2020.pdf.pdf,Molicel Rechargeable Lithium-ion cells and multi-cell battery packs,E-One Moli Energy (Canada) Ltd,molicel@molienergy.com,"H314,H315,H317,H319,H335,H400,H410,P102,P103,P202,P210,P234,P254,P260,P280,P301+P330+P331,P303+P361+P353,P304+P340,P305+P351+P338,P310,P363,P370,P391,P402,P405,P406,P410,P501",19.12.2019
product-data-sheet-battery-safety-data-sheet-ams-en-5396442.pdf.pdf,Molicel Rechargeable Lithium-ion cells and multi-cell battery packs,E-One Moli Energy (Canada) Ltd,molicel@molienergy.com,"H314,H315,H317,H319,H335,H400,H410,P102,P103,P202,P210,P234,P254,P260,P280,P301+P330+P331,P303+P361+P353,P304+P340,P305+P351+P338,P310,P363,P370,P391,P402,P405,P406,P410,P501",28.04.2020
RIPS-Lithium-Ion-Battery-SDS-Rev-D.pdf.pdf,Molicel Rechargeable Lithium-ion cells and multi-cell battery packs,E-One Moli Energy (Canada) Ltd,molicel@molienergy.com,"P102,P103,P202,P210,P234,P254,P260,P280,P301+P330+P331,P303+P361+P353,P304+P340,P305+P351+P338,P310,P363,P370,P402,P405,P406,P410,P501",
M%C3%B3r-Hand-Sanitiser-SDS.pdf.pdf,Mór Hand Sanitiser,Arderin Distillery,info@moririshgin.com,"H225,H319,P210,P305+P351+P338,P337+P313,P370+P378,P403+P235,P501",27.03.2020
913-s-914-s-muc-off-disc-brake-cleaner-400ml_msds_2014-12-05_en.pdf.pdf,"Muc-off Disc Brake cleaner (913-S,914-S)",Mobacc/Pharmaspray/Eurofill,j.sleumer@mobacc.com,"H229,H319,H336,P101,P102,P210,P211,P251,P261,P271,P304+P340,P305+P351+P338,P312,P403,P410+P412,P501,EUH066",05.12.2014
100-60-7-A0238997-GB-en.pdf.pdf,"N-Methylcyclohexylamine, 98%",Chemos GmbH & Co. KG,chemos@chemos.de,"H226,H302,H302+H312,H312,H314,H318,H331,P210,P260,P280,P303+P361+P353,P305+P351+P338,P310,P370+P378,P403+P233,P403+P235",23.01.2020
MSDS-Utto-Hytran.pdf.pdf,NORLUBE UTTO/HYTRAN,NORLUBE Oils Ltd,info@norlube.com,Section 2 had no codes.,
NOVACer_SDS_english_rev2.pdf.pdf,NOVACer,NOVADENT Dentaltechnik- Handelsgesellschaft mbH ,info@novadent.de,Section 2 had no codes.,12.04.2018
dosya-e26b179e8e.pdf.pdf,NOVASOFT,BYTECH BOYA VE YAPI KIMYASALLARI SAN. VE TIC. LTD,,Section 2 had no codes.,
OceTDS750_MSDS_en307hq.pdf.pdf,Océ Toner for Océ TDS700 and Océ TDS750,Oc?-Technologies B.V.,sds-hq@oce.com,Section 2 had no codes.,
5359770.pdf.pdf,Office Depot toner cartridge for use in HP CP2025 - 5359770,Office Depot Europe B.V. ,Quality.Eu@OfficeDepot.com,Section 2 had no codes.,17.09.2010
2111_OLIVE_C22_SDS_ENG.pdf.pdf,OLIVÉ C-22,"OLIVE QUIMICA, S.A",calidad@olivequimica.com,"H317,P101,P102,P261,P272,P280,P302+P352,P333+P313,P501,EUH208",21.05.2015
SDS092-ParaVet-Safety-Data-Sheet-v1-27-04-2020.pdf.pdf,ParaVet,Apacor,technical@apacor.com,"P261,P280",
4503376_4503384_P-17-S_SDB_en.pdf.pdf,"Part. No. 4503376 / P-17-S-0,25 and 4503384 P-17-S-1 / Compressor ester oil (P-17-S-200)",REFCO Manufacturing Ltd. Industriestrasse 11 6285 Hitzkirch Switzerland ,info@refco.ch,Section 2 had no codes.,
POLILUX%20MSDS%20-%20pearlized-metalized%20BOPP%20films-2019-09-28.pdf.pdf,Pearlized-Metalized BOPP film,POLILUX,RD@polilux.com,Section 2 not found in PDF.,
20_Permafix_1153_Hybrid_adhesive_and_sealant__Hybrid_SAFETY_DATA_SHEET_en_GB.pdf.pdf,"Permafix 1153 Hybrid adhesive and sealant, Hybrid",Permapack AG,info@permapack.ch,EUH210,
MSDS-PETG-PREMIUM-EN.pdf.pdf,PETG Premium Filament,Przedsi?biorstwo Handlowo-Produkcyjne,,Section 2 had no codes.,
SDS-pH-adjuster-pH-50-English-GB-april-2019.pdf.pdf,"pH Adjuster (pH 5,0)",SmartWash Solutions B.V. ,,Section 2 had no codes.,
MSDS_CPY20-C_(IND).pdf.pdf,"pH-Pufferlösung 4,00",Endress+Hauser,conducta_service@conducta.endress.com,Section 2 had no codes.,16.02.2017
Doc_PetResins_MSDS_PoliPET_PolisanHellas_2017.pdf.pdf,PoliPET,Polisan Hellas S.A ,,Section 2 had no codes.,
HEPA_UK_v10.1_20201125.pdf.pdf,"Polyethyleneamines, HEPA",Delamine B.V.,sds.delamine@delamine.com,"H302,H302+H312,H312,H314,H317,H318,H400,H410,P260,P273,P280,P303+P361+P353+P310,P305+P351+P338+P310,P391,EUH071",
UK.SDS.pdf.pdf,"Polyurethane Resin UR5048, Part A",ELECTROLUBE. A division of HK WENTWORTH LTD,info@hkw.co.uk,Section 2 had no codes.,29.11.2018
PPBLK-MSDS-2016.pdf.pdf,PPBLK,LimbTex Ltd,info@limbtex.com,"H412,P273,P501",29.07.2016
SDS%202020%20PrimeTak.pdf.pdf,PrimeTak,"EPRO Services, Inc.",,Section 2 not found in PDF.,
COSHH-006-SDS-Martin_Smoke-Haze_Fluid_EN.pdf.pdf,ProSmokeSuperFluid(ZRFluid),MartinManufacturing(UK)Plc.,service@harman.com,Section 2 had no codes.,28.04.2016
Sicherheitsdatenblatt_Pruefgas_918_5_en.pdf.pdf,Prüfgas 918/5,Hekatron Vetriebs GmbH,sdb@aerosol-service.com,"H222,H229,H319,H336,P101,P210,P211,P251,P280,P305+P351+P338,P337+P313,P410+P412,EUH018",03.05.2019
PURE_MSDS.pdf.pdf,PURE polycarbonate cleaning and renewing wiper,PureInterLtd,support@pure-car.co.uk,"H228,P101,P210,P235,P261,P302+P352,P402,EUH066,EUH208",
1308420-1308421_RAW%20Yucca%20SDS_52919.pdf.pdf,RAW Yucca,NPK Industries ,,Section 2 had no codes.,
MSDS_for_RELPET_grades.pdf.pdf,Relpet,Reliance Industries Ltd,technical_petmkt@ril.com,Section 2 had no codes.,30.01.2009
Saniclean_SDS_EN.pdf.pdf,SaniClean,Five Star Chemicals & Supply Inc ,,"H290,H314,H318,P101,P280,P301+P330+P331,P304+P340,P305+P351+P338,P310,P405,P501",04.07.2020
schonoxvd_eu_en_msds.pdf.pdf,SCHÖNOX VD,Sika Deutschland GmbH,EHS@de.sika.com,EUH208,27.06.2019
GSAP_msds_00023069.PDF.pdf,Shell CORENA OIL AP 100,Shell Austria Gesellschaft m.b.H. ,lubricantSDS@shell.com,Section 2 had no codes.,
Shell-Tellus-Oil37.pdf.pdf,Shell Tellus Oil 37,Shell UK Oil Products Limited,lubricantSDS@shell.com,Section 2 had no codes.,
Pewter_datasheet.pdf.pdf,"Solid. bar, ingots, solid massive form",AIM Solder UK LTD,Safetydata@aimsolder.com,Section 2 had no codes.,
74261_MerlinAutoSoapLotionSoapwMoisturizers1600mL_SDS.pdf.pdf,"SSS Merlin AutoSoap Lotion Soap with Moisturizers, 1600 mL",Triple S ,,Section 2 had no codes.,
Merlin_AutoSoap_Lotion_Soap_With_Moisturizers.pdf.pdf,"SSS Merlin AutoSoap Lotion Soap with Moisturizers, 800 mL",Triple S ,,Section 2 had no codes.,
2018-10-31-GBI-Tallow-SDS.pdf.pdf,Tallow,Green Biofuels Ireland Ltd,office@gbi.ie,Section 2 had no codes.,31.10.2018
Tempilstik_437_F_TS006EU_EN_LACO1511007_v1.0.pdf.pdf,Tempilstik 437 °F (225 °C),LA-CO Industries Europe S.A.S. ,info@eu.laco.com,"H315,H319,H351,P201,P202,P264,P280,P302+P352,P305+P351+P338,P308+P313,P321,P332+P313,P337+P313,P362+P364,P405,P501",
MSDS-THIMEROSAL-RESTO-DEL-MUNDO.pdf.pdf,THIMEROSAL USP/BP/EP,GIHON Laboratorios Qu?micos SRL.; Mar del Plata,contact@gihonlab.com,Section 2 not found in PDF.,
80.1362B-en.pdf.pdf,"Transport swab with Amies transport medium and charcoal, plastic stem",SARSTEDT AG & Co,info@sarstedt.com,"EUH208,EUH210",18.05.2015
